Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
"Jun 4, 2000",$66.41,$90.00,14521.0,1793,101.23%
"May 28, 2000",$66.34,$90.00,14514.0,1793,101.19%
"May 21, 2000",$66.46,$90.00,14510.0,1793,101.16%
"May 14, 2000",$66.36,$90.00,14513.0,1793,101.18%
"May 7, 2000",$66.11,$90.00,14514.0,1793,101.19%
"Apr 30, 2000",$66.24,$90.00,14519.0,1793,101.22%
"Apr 23, 2000",$66.45,$90.00,14518.0,1793,101.21%
"Apr 16, 2000",$66.14,$90.00,14514.0,1793,101.19%
"Apr 9, 2000",$66.09,$90.00,14500.0,1793,101.09%
"Apr 2, 2000",$66.22,$90.00,14509.0,1793,101.15%
"Mar 26, 2000",$64.71,$90.00,14516.0,1793,101.20%
"Mar 19, 2000",$64.57,$90.00,14520.0,1793,101.23%
"Mar 12, 2000",$64.30,$90.00,14514.0,1793,101.19%
"Mar 5, 2000",$64.37,$90.00,14524.0,1793,101.25%
"Feb 27, 2000",$64.39,$90.00,14515.0,1793,101.19%
"Feb 20, 2000",$64.40,$90.00,14527.0,1793,101.28%
"Feb 13, 2000",$64.61,$90.00,14523.0,1793,101.25%
"Feb 6, 2000",$64.57,$90.00,14519.0,1793,101.22%
"Jan 30, 2000",$64.13,$85.00,14520.0,1793,101.23%
"Jan 23, 2000",$64.13,$85.00,14509.0,1793,101.15%
"Jan 16, 2000",$64.06,$85.00,14513.0,1793,101.18%
"Jan 9, 2000",$63.95,$80.00,14508.0,1793,101.14%
"Jan 2, 2000",$73.97,$90.00,14509.0,1793,101.15%
"Dec 26, 1999",$72.96,$90.00,14531.0,1793,101.30%
"Dec 19, 1999",$62.94,$80.00,14522.0,1793,101.24%
"Dec 12, 1999",$62.72,$80.00,14510.0,1793,101.16%
"Dec 5, 1999",$62.99,$80.00,14508.0,1793,101.14%
"Nov 28, 1999",$64.68,$80.00,14514.0,1793,101.19%
"Nov 21, 1999",$63.36,$80.00,16319.0,1793,101.13%
"Nov 14, 1999",$62.71,$80.00,14512.0,1793,101.17%
"Nov 7, 1999",$62.94,$80.00,14518.0,1793,101.21%
"Oct 31, 1999",$61.73,$80.00,14518.0,1754,103.46%
"Oct 24, 1999",$61.19,$80.00,14514.0,1754,103.44%
"Oct 17, 1999",$61.33,$80.00,14502.0,1754,103.35%
"Oct 10, 1999",$61.04,$80.00,14509.0,1754,103.40%
"Oct 3, 1999",$61.11,$80.00,14502.0,1754,103.35%
"Sep 26, 1999",$61.54,$80.00,14381.0,1754,102.49%
"Sep 19, 1999",$61.53,$80.00,14245.0,1754,101.52%
"Sep 12, 1999",$62.03,$80.00,14199.0,1754,101.19%
"Sep 5, 1999",$61.69,$80.00,14196.0,1754,101.17%
"Aug 29, 1999",$61.61,$80.00,14218.0,1754,101.33%
"Aug 22, 1999",$60.91,$80.00,14218.0,1754,101.33%
"Aug 15, 1999",$61.16,$80.00,14212.0,1754,101.28%
"Aug 8, 1999",$61.82,$80.00,14218.0,1754,101.33%
"Aug 1, 1999",$61.15,$80.00,14216.0,1754,101.31%
"Jul 25, 1999",$61.17,$80.00,14222.0,1754,101.35%
"Jul 18, 1999",$62.00,$80.00,14215.0,1754,101.30%
"Jul 11, 1999",$61.13,$80.00,14225.0,1754,101.38%
"Jul 4, 1999",$61.58,$80.00,13327.0,1754,94.98%
"Jun 27, 1999",$60.68,$80.00,14218.0,1754,101.33%
"Jun 20, 1999",$60.48,$80.00,14224.0,1754,101.37%
"Jun 13, 1999",$60.14,$80.00,14216.0,1754,101.31%
"Jun 6, 1999",$60.19,$80.00,14217.0,1754,101.32%
"May 30, 1999",$60.85,$80.00,14209.0,1754,101.26%
"May 23, 1999",$60.61,$80.00,14210.0,1754,101.27%
"May 16, 1999",$60.45,$80.00,14207.0,1754,101.25%
"May 9, 1999",$60.20,$80.00,14213.0,1754,101.29%
"May 2, 1999",$60.15,$80.00,14209.0,1754,101.26%
"Apr 25, 1999",$59.47,$80.00,14218.0,1754,101.33%
"Apr 18, 1999",$59.62,$80.00,14204.0,1754,101.23%
"Apr 11, 1999",$59.42,$80.00,14206.0,1754,101.24%
"Mar 28, 1999",$59.36,$80.00,14216.0,1754,101.31%
"Mar 21, 1999",$59.87,$80.00,14214.0,1754,101.30%
"Mar 14, 1999",$59.67,$80.00,14212.0,1754,101.28%
"Mar 7, 1999",$59.39,$80.00,14211.0,1754,101.28%
"Feb 28, 1999",$59.63,$80.00,14209.0,1754,101.26%
"Feb 21, 1999",$59.37,$80.00,14211.0,1754,101.28%
"Feb 14, 1999",$59.46,$80.00,14203.0,1754,101.22%
"Feb 7, 1999",$59.46,$80.00,14205.0,1754,101.23%
"Jan 31, 1999",$59.26,$80.00,14199.0,1754,101.19%
"Jan 24, 1999",$59.39,$80.00,14193.0,1754,101.15%
"Jan 17, 1999",$58.78,$80.00,14206.0,1754,101.24%
"Jan 10, 1999",$59.22,$80.00,14195.0,1754,101.16%
"Jan 3, 1999",$69.64,$95.00,14204.0,1754,101.23%
"Dec 27, 1998",$69.05,$80.00,14216.0,1754,101.31%
"Dec 20, 1998",$58.38,$80.00,14191.0,1745,101.65%
"Dec 13, 1998",$58.56,$80.00,15949.0,1745,101.55%
"Dec 6, 1998",$57.91,$80.00,14198.0,1745,101.70%
"Nov 29, 1998",$59.63,$80.00,14204.0,1745,101.75%
"Nov 22, 1998",$57.82,$80.00,14201.0,1745,101.73%
"Nov 15, 1998",$57.81,$80.00,14187.0,1745,101.63%
"Nov 8, 1998",$58.10,$80.00,14202.0,1745,101.73%
"Nov 1, 1998",$57.97,$80.00,14205.0,1745,101.76%
"Oct 25, 1998",$57.93,$80.00,14193.0,1745,101.67%
"Oct 18, 1998",$57.72,$75.00,14193.0,1745,101.67%
"Oct 11, 1998",$58.13,$75.00,14217.0,1745,101.84%
"Oct 4, 1998",$57.96,$75.00,14208.0,1745,101.78%
"Sep 27, 1998",$57.74,$75.00,14211.0,1745,101.80%
"Sep 20, 1998",$65.67,$75.00,14178.0,1745,90.28%
"Sep 13, 1998",$57.66,$75.00,14205.0,1745,101.76%
"Sep 6, 1998",$57.88,$75.00,14208.0,1745,101.78%
"Aug 30, 1998",$58.04,$75.00,14204.0,1745,101.75%
"Aug 23, 1998",$57.69,$75.00,14195.0,1745,101.68%
"Aug 16, 1998",$57.63,$75.00,14203.0,1745,101.74%
"Aug 9, 1998",$57.52,$75.00,14193.0,1745,101.67%
"Aug 2, 1998",$57.68,$75.00,14192.0,1745,101.66%
"Jul 26, 1998",$57.28,$75.00,14196.0,1745,101.69%
"Jul 19, 1998",$57.66,$75.00,14075.0,1745,100.82%
"Jul 12, 1998",$57.38,$75.00,14196.0,1745,101.69%
"Jul 5, 1998",$57.09,$75.00,13202.0,1745,94.57%
"Jun 28, 1998",$57.22,$75.00,14197.0,1745,101.70%
"Jun 21, 1998",$57.21,$75.00,14216.0,1745,101.83%
"Jun 14, 1998",$56.92,$75.00,14189.0,1745,101.64%
"Jun 7, 1998",$56.88,$75.00,14164.0,1745,101.46%
"May 31, 1998",$57.20,$75.00,14042.0,1745,100.59%
"May 24, 1998",$57.18,$75.00,14094.0,1745,100.96%
"May 17, 1998",$57.14,$75.00,14076.0,1745,100.83%
"May 10, 1998",$57.09,$75.00,14030.0,1745,100.50%
"May 3, 1998",$56.99,$75.00,14090.0,1745,100.93%
"Apr 26, 1998",$57.03,$75.00,14096.0,1745,100.97%
"Apr 19, 1998",$56.99,$75.00,14082.0,1745,100.87%
"Apr 12, 1998",$57.68,$75.00,14120.0,1745,101.15%
"Apr 5, 1998",$57.14,$75.00,14148.0,1745,101.35%
"Mar 29, 1998",$57.14,$75.00,14090.0,1745,100.93%
"Mar 22, 1998",$56.78,$75.00,14099.0,1745,101.00%
"Mar 15, 1998",$56.61,$75.00,14117.0,1745,101.12%
"Mar 8, 1998",$57.05,$75.00,14098.0,1745,100.99%
"Mar 1, 1998",$57.03,$75.00,13997.0,1745,100.27%
"Feb 22, 1998",$57.18,$75.00,14031.0,1745,100.51%
"Feb 15, 1998",$57.03,$75.00,14022.0,1745,100.44%
"Feb 8, 1998",$57.07,$75.00,13992.0,1745,100.23%
"Feb 1, 1998",$57.22,$75.00,14015.0,1745,100.39%
"Jan 25, 1998",$57.27,$75.00,14011.0,1745,100.37%
"Jan 18, 1998",$56.93,$75.00,14007.0,1745,100.34%
"Jan 11, 1998",$57.06,$75.00,14024.0,1745,100.46%
"Jan 4, 1998",$60.21,$75.00,14128.0,1745,101.20%
"Dec 28, 1997",$61.84,$75.00,14131.0,1745,101.22%
"Dec 21, 1997",$56.58,$75.00,14115.0,1745,101.11%
"Dec 14, 1997",$56.29,$75.00,14097.0,1745,100.98%
"Dec 7, 1997",$56.50,$75.00,14103.0,1745,101.02%
"Nov 30, 1997",$57.56,$75.00,14088.0,1745,100.92%
"Nov 23, 1997",$56.08,$75.00,13489.0,1745,96.63%
"Nov 16, 1997",$56.52,$75.00,11397.0,1745,81.64%
"Nov 9, 1997",$56.42,$75.00,13372.0,1745,95.79%
"Nov 2, 1997",$56.75,$75.00,11811.0,1745,84.61%
"Oct 26, 1997",$58.12,$75.00,12460.0,1745,89.26%
"Oct 19, 1997",$59.26,$75.00,10645.0,1745,87.15%
